,index,NbCommentaire,NbIngredients,Note,Plat,Temps,accompagnement,amusegueule,boisson,confiserie,dessert,entree,ingredient,platprincipal,sauce,vegan,vegetarien
420,421,42,13,"4,7",Stollen (Alsace),120,0,0,0,0,1,0,"['amandes', 'citron', 'rhum', 'farine', 'lait', 'oeuf', 'orange', 'beurre', 'cedrat-confit', 'sucre-en-poudre', 'raisin', 'levure-de-boulanger', 'sel']",0,0,0,1
421,422,81,4,"4,7",Ganache au chocolat,10,0,0,0,0,1,0,"['beurre', 'creme-fraiche-epaisse', 'sucre', 'chocolat']",0,0,0,1
422,423,19,11,"4,7",Bar en croûte de sel ,60,0,0,0,0,0,0,"['bar', 'fenouil', 'citron', 'beurre', 'persil', 'gros-sel', 'coriandre', 'poivre', 'laurier', 'thym']",1,0,0,0
423,424,284,8,"4,6",Boeuf bourguignon,360,0,0,0,0,0,0,"['oignon', 'vin-rouge', 'beurre', 'bouquet-garni', 'bourguignon', 'poivre', 'carotte', 'sel']",1,0,0,0
424,425,57,11,"4,6",Mozzarella panée sur coulis de tomates,30,0,0,0,0,0,1,"['mozzarella', 'tomate', 'huile-d-olive', 'basilic', 'oeuf', 'chapelure', 'ail', 'poivre', 'sucre', 'oignon', 'sel']",0,0,0,1
425,426,1448,2,"4,8",Meringue pour les nuls,65,0,0,0,0,1,0,"['blanc-d-oeuf', 'sucre-semoule']",0,0,0,1
426,427,60,11,"4,5","Gratin de pâtes au thon, mozzarella",40,0,0,0,0,0,0,"['pates', 'mozzarella', 'fromage-rape', 'concentre-de-tomates', 'creme-fraiche', 'thon', 'ail', 'poivre', 'herbes', 'echalote', 'sel']",1,0,0,0
427,428,18,9,"3,7",Gaufre salée à la pomme de terre,40,1,0,0,0,0,0,"['pomme-de-terre', 'huile', 'oeuf', 'creme-fraiche', 'persil', 'ail', 'poivre', 'oignon', 'sel']",0,0,0,1
428,429,6,9,"3,3",Bouchées au chèvre,10,0,1,0,0,0,0,"['huile-d-olive', 'chevre-frais', 'crottin-de-chavignol', 'beurre', 'ciboulette', 'paprika', 'curry', 'poivre']",0,0,0,1
429,430,119,4,"4,7",Dos de cabillaud tout simple,18,0,0,0,0,0,0,"['poivre', 'lieu-noir', 'huile-d-olive', 'sel']",1,0,0,0
430,431,807,13,"4,8",Hachis parmentier,45,0,0,0,0,0,0,"['jaune-d-oeuf', 'tomate', 'parmesan', 'farine', 'puree', 'fromage-rape', 'beurre', 'viande', 'ail', 'poivre', 'herbes-de-provence', 'oignon', 'sel']",1,0,0,0
431,432,3,5,4,Pâte sablée sans gluten,35,0,0,0,0,1,0,"['oeuf', 'beurre', 'maizena', 'sucre-en-poudre', 'vanille']",0,0,0,1
432,433,30,7,4,Hasselback de courgette,50,1,0,0,0,0,0,"['mozzarella', 'tomate', 'pesto', 'basilic', 'courgette', 'quatre-epices', 'poivre']",0,0,0,1
433,434,0,8,0,Gaufre burger aux oeufs Bénédicte,25,0,0,0,0,0,0,"['sauce-hollandaise', 'farine', 'lait', 'oeuf', 'beurre', 'bacon', 'sel']",1,0,0,0
434,435,316,10,"4,8",Emincé de poulet aux épices et au miel,20,0,0,0,0,0,0,"['sauce-soja', 'huile', 'beurre', 'ail', 'cannelle', 'escalope-de-poulet', 'miel-liquide', 'poivre', 'oignon', 'sel']",1,0,0,0
435,436,210,7,"4,5",Pâtes à la carbonara,20,0,0,0,0,0,0,"['jaune-d-oeuf', 'lardons', 'oignon', 'creme-fraiche', 'poivre', 'pates', 'sel']",1,0,0,0
436,437,22,4,"4,8",Nougat Noir de Noël de Jacqueline,45,0,0,0,1,0,0,"['amandes', 'hostie', 'miel', 'nougat']",0,0,0,1
437,438,12,5,"4,7",Petits gâteaux aux groseilles (8ème rencontre),40,0,0,0,0,1,0,"['blanc-d-oeuf', 'sucre-semoule', 'farine', 'groseille', 'poudre-d-amande']",0,0,0,1
438,439,130,3,"4,8",Amaretti,35,0,0,0,1,0,0,"['amandes', 'blanc-d-oeuf', 'sucre-glace']",0,0,0,1
439,440,0,9,0,Poire panée facon poire belle Hélène,51,0,0,0,0,1,0,"['amandes', 'poire', 'glace', 'farine', 'creme-liquide', 'oeuf', 'chocolat', 'poudre-d-amande', 'huile-de-friture']",0,0,0,1
440,441,14,10,"4,6",Soupe glacée de concombre et houmous,15,0,0,0,0,0,1,"['creme-fraiche-liquide', 'huile-d-olive', 'estragon', 'paprika', 'ciboulette', 'houmous', 'concombre', 'poivre', 'ail', 'sel']",0,0,0,1
441,442,58,7,"4,6",Nid de Pâques,45,0,0,0,0,1,0,"['chocolat-noir', 'cafe', 'farine', 'oeuf', 'beurre', 'sucre-en-poudre']",0,0,0,1
442,443,30,5,"4,4",Vinaigrette simple et rapide,2,0,0,0,0,0,0,"['huile-d-olive', 'vinaigre', 'poivre', 'moutarde', 'sel']",0,1,1,1
443,444,14,2,"4,7",Glacé de bananes,10,0,0,0,0,1,0,"['banane', 'chocolat']",0,0,1,1
444,445,400,7,"4,7",Tartiflette,50,0,0,0,0,0,0,"['pomme-de-terre', 'apremont', 'jambon-fume', 'reblochon', 'poivre', 'oignon', 'sel']",1,0,0,0
445,446,17,8,"4,8",Cordon bleu roulé,40,0,0,0,0,0,0,"['escalope-de-dinde', 'comte', 'farine', 'pain-de-campagne', 'oeuf', 'persil', 'jambon', 'huile-de-friture']",1,0,0,0
446,447,26,11,"4,7",Mini cakes aux myrtilles et au chocolat blanc (American blueberry cupcake),35,0,0,0,0,1,0,"['myrtilles', 'extrait-de-vanille', 'citron', 'farine', 'sucre-glace', 'oeuf', 'beurre', 'chocolat-blanc', 'levure-chimique', 'sucre', 'sel']",0,0,0,1
447,448,509,5,"4,7",Pâte à pizza épaisse et moelleuse,35,0,0,0,0,0,0,"['levure', 'huile-d-olive', 'farine', 'eau', 'sel']",1,0,1,1
448,449,3,12,5,Risotto à la crème de poivrons,45,0,0,0,0,0,0,"['poivron-rouge', 'riz', 'huile-d-olive', 'parmesan', 'poivron-jaune', 'bouillon', 'beurre', 'persil', 'vin-blanc', 'poivre', 'oignon', 'sel']",1,0,0,1
449,450,262,5,"4,6",Tuiles aux amandes,25,0,0,0,0,1,0,"['amandes', 'blanc-d-oeuf', 'farine', 'beurre', 'sucre-en-poudre']",0,0,0,1
450,451,328,8,"4,7",Tarte amandine aux poires,55,0,0,0,0,1,0,"['amandes', 'poire', 'farine', 'pate-brisee', 'oeuf', 'beurre', 'alcool-de-poire', 'sucre']",0,0,0,1
451,452,29,7,"4,5",Petits pains lardons - comté,60,1,0,0,0,0,0,"['comte', 'levure', 'farine', 'eau', 'lardons-fumes', 'sucre', 'sel']",0,0,0,0
452,453,12,12,"4,3",Tourte à la viande pour les nuls,75,0,0,0,0,0,0,"['escalope-de-dinde', 'chair-a-saucisse', 'pate-feuilletee', 'lardons', 'pain-de-mie', 'pate-brisee', 'oeuf', 'vin-blanc-sec', 'poivre', 'jambon', 'oignon', 'sel']",1,0,0,0
453,454,32,7,"3,8",Sauce pesto,30,0,0,0,0,0,0,"['huile-d-olive', 'parmesan', 'basilic-frais', 'pignons', 'poivre', 'ail', 'sel']",0,1,0,1
454,455,134,13,"4,7",Buche de Noël Praliné-Chocolat de mon Arrière-Grand-Mère,250,0,0,0,0,1,0,"['jaune-d-oeuf', 'levure', 'noisettes', 'farine-de-mais', 'farine', 'lait', 'oeuf', 'beurre', 'chocolat', 'sucre-en-poudre', 'sucre']",0,0,0,1
455,456,2,6,5,Smoothie bicolore avec morceaux de fruits,10,0,0,1,0,0,0,"['myrtilles', 'nectarine', 'ananas', 'kiwi', 'banane', 'framboises']",0,0,1,1
456,457,94,8,"4,6",Gâteau magique nature,65,0,0,0,0,1,0,"['farine', 'lait', 'oeuf', 'sucre-vanille', 'eau', 'beurre', 'sucre-en-poudre', 'sel']",0,0,0,1
457,458,49,3,"4,9",Kiwis au gingembre,10,0,0,0,0,1,0,"['kiwi', 'sucre-en-poudre', 'gingembre']",0,0,1,1
458,459,7,10,"3,5",Bowl cake façon brunch,23,0,0,0,0,0,1,"['levure', 'huile-d-olive', 'farine', 'lait', 'mimolette', 'oeuf', 'beurre', 'cornichon', 'poivre', 'sel']",0,0,0,1
459,460,1,10,5,cannelloni à la bolognaise,105,0,0,0,0,0,0,"['huile-d-olive', 'basilic', 'concentre-de-tomates', 'lasagnes', 'paprika', 'viande', 'gruyere-rape', 'ail', 'poivre', 'oignon']",1,0,0,0
460,461,15,14,"4,7",Bowl d'hiver,67,0,0,0,0,0,0,"['sauce-soja', 'citron', 'avocat', 'riz', 'graines-de-courge', 'roquette', 'chou-de-bruxelles', 'orange', 'huile-de-sesame', 'ail', 'miel', 'carotte']",1,0,0,1
461,462,35,14,"4,6",Mangue au jus d'agrumes épicé,18,0,0,0,0,1,0,"['citron', 'cardamome', 'menthe', 'gingembre', 'orange', 'graines-d-anis', 'pamplemousse', 'cannelle', 'mangue', 'coriandre', 'etoile-de-badiane', 'miel', 'vanille', 'baies-roses']",0,0,0,1
462,463,62,3,"4,6",Sirop de menthe maison,25,0,0,1,0,0,0,"['eau', 'menthe', 'sucre']",0,0,1,1
463,464,87,9,"4,8",Porc caramel,50,0,0,0,0,0,0,"['sauce-soja', 'cube-de-bouillon', 'sucre', 'eau', 'oignon-jaune', 'melange-4-epices', 'filet-mignon', 'gingembre']",1,0,0,0
464,465,640,6,"4,8",Pancakes faciles et rapides,15,0,0,0,0,1,0,"['levure', 'farine', 'huile', 'lait', 'oeuf', 'sucre']",0,0,0,1
465,466,35,13,"4,1",Cookie avec un coeur fondant au chocolat,80,0,0,0,0,1,0,"['levure', 'beurre-doux', 'farine', 'sucre-de-canne', 'oeuf', 'sucre-vanille', 'beurre', 'chocolat', 'chocolat-patissier', 'sucre', 'sel']",0,0,0,1
466,467,656,4,"4,8",Panna cotta,20,0,0,0,0,1,0,"['gelatine', 'creme-fraiche-liquide', 'sucre', 'vanille']",0,0,0,0
467,468,14,8,"4,7",Muffins au Reblochon,35,0,0,0,0,0,1,"['farine', 'yaourt-nature', 'huile', 'oeuf', 'reblochon', 'poivre', 'levure-chimique', 'sel']",0,0,0,1
468,469,7,13,"4,9",Tarte aux myrtilles et mascarpone,60,0,0,0,0,1,0,"['myrtilles', 'mascarpone', 'jaune-d-oeuf', 'pate-feuilletee', 'gelatine', 'sucre-glace', 'gelee', 'creme-fraiche', 'maizena', 'arome', 'sucre-en-poudre', 'poudre-d-amande', 'creme-chantilly']",0,0,0,0
469,470,135,4,"4,8",Nougatine,20,0,0,0,1,0,0,"['amandes', 'eau', 'vinaigre', 'sucre-en-poudre']",0,0,1,1
470,471,185,8,"4,5",Macarons framboise Mamitou,52,0,0,0,1,0,0,"['blanc-d-oeuf', 'coulis', 'sucre-semoule', 'sucre-glace', 'beurre', 'sucre-en-poudre', 'colorant-alimentaire', 'poudre-d-amande']",0,0,0,1
471,472,52,11,"4,7",Samossas boeuf échalotes faciles,35,0,0,0,0,0,1,"['steak', 'echalote', 'huile-d-olive', 'oeuf', 'paprika', 'brick', 'curry', 'poivre', 'nuoc-mam', 'carotte', 'sel']",0,0,0,0
472,473,39,4,"4,5","Salade de pâtes, tomates séchées et feta aux pistaches",38,0,0,0,0,0,0,"['pistache', 'tomate-sechee', 'pates', 'feta']",1,0,0,1
473,474,44,5,"3,9",Gaufres sans oeufs,10,0,0,0,0,1,0,"['levure', 'farine', 'huile', 'sucre-en-poudre', 'eau-gazeuse']",0,0,1,1
474,475,510,8,"4,6",Gâteau roulé à la confiture,40,0,0,0,0,1,0,"['levure', 'farine', 'sucre-glace', 'oeuf', 'sucre-vanille', 'beurre', 'gelee', 'sucre-en-poudre']",0,0,0,1
475,476,6,11,"4,7",Carpaccio d'aubergines,20,0,0,0,0,0,1,"['citron', 'tomate', 'huile-d-olive', 'basilic', 'celeri', 'aubergine', 'ciboulette', 'coriandre', 'cumin', 'vinaigre-de-vin', 'ail']",0,0,1,1
476,477,688,8,"4,5",Gaufres légères,25,0,0,0,0,1,0,"['limonade', 'farine', 'lait', 'oeuf', 'beurre', 'sucre-en-poudre', 'eau-gazeuse', 'sel']",0,0,0,1
477,478,52,11,"4,7",Boeuf carottes facile,135,0,0,0,0,0,0,"['paleron', 'joue', 'ail-semoule', 'cube-de-bouillon', 'oignon', 'concentre-de-tomates', 'beurre', 'vin-blanc', 'poivre', 'carotte', 'sel']",1,0,0,0
478,479,20,5,"4,5",Bagel toasté au saumon fumé,5,0,0,0,0,0,0,"['jus-de-citron', 'saumon-fume', 'fromage-frais', 'aneth', 'bagel']",1,0,0,0
479,480,67,8,"4,7",Sauce pour poisson,15,0,0,0,0,0,0,"['jus-de-citron', 'creme-liquide', 'beurre', 'maizena', 'poivre', 'herbes-de-provence', 'moutarde', 'sel']",0,1,0,1
480,481,736,7,"4,5",Gâteau très rapide au yaourt et au chocolat,35,0,0,0,0,1,0,"['levure', 'farine', 'huile', 'yaourt', 'oeuf', 'chocolat', 'sucre']",0,0,0,1
481,482,26,6,"4,8",Petits pois au chorizo,20,0,0,0,0,0,0,"['chorizo', 'oeuf', 'pois', 'poivre', 'oignon', 'sel']",1,0,0,0
482,483,209,5,"4,5",Tarte à la tomate et à la moutarde,55,0,0,0,0,0,0,"['tomate', 'huile-d-olive', 'pate-brisee', 'moutarde-de-dijon', 'herbes-de-provence']",1,0,1,1
483,484,8,9,"4,9",Soupe de roquette au chèvre,40,0,0,0,0,0,1,"['huile-d-olive', 'creme-epaisse', 'courgette', 'roquette', 'sucre-en-poudre', 'fromage-de-chevre', 'poivre', 'graine-de-fenouil', 'sel']",0,0,0,1
484,485,1143,9,"4,7",Chouquettes,35,0,0,0,0,1,0,"['sucre-semoule', 'beurre-doux', 'farine', 'oeuf', 'eau', 'sucre-vanille', 'levure-chimique', 'sucre', 'sel']",0,0,0,1
485,486,160,6,"4,8",le bon riz au lait de Bonne-Maman...,45,0,0,0,0,1,0,"['riz-rond', 'lait-entier', 'beurre', 'sucre', 'vanille', 'sel']",0,0,0,1
486,487,4,9,4,Cake au chocolat en bocal,70,0,0,0,0,1,0,"['chocolat-noir', 'cacao', 'levure', 'farine', 'poudre-d-amande', 'sucre', 'oeuf', 'beurre', 'miel']",0,0,0,1
487,488,65,5,"4,6",Aumonière de foie gras,30,0,0,0,0,0,1,"['jambon-cru', 'porto', 'foie-gras', 'pomme', 'ciboulette']",0,0,0,0
488,489,0,5,0,Feuilletés apéritif façon tetris,44,0,1,0,0,0,0,"['pate-feuilletee', 'pesto', 'betterave', 'fromage-frais', 'tarama']",0,0,0,1
489,490,2,7,"4,5","Oyaki, bouchées japonaises mais au confit",35,0,0,0,0,0,0,"['farine-de-ble', 'farine', 'foie-gras', 'cuisse-de-canard', 'huile-de-sesame', 'echalote', 'sel']",1,0,0,0
490,491,49,10,"4,8",Tournedos Rossini,35,0,0,0,0,0,0,"['cognac', 'pain-de-mie', 'tournedos', 'foie-gras', 'beurre', 'creme-fraiche-epaisse', 'madere', 'poivre', 'truffe', 'sel']",1,0,0,0
491,492,1,3,4,Baguette au barbecue,25,1,0,0,0,0,0,"['pate-a-pain', 'fromage-rape', 'sesame']",0,0,0,1
492,493,47,5,"4,7",Oeufs à la tomate et chorizo,20,0,0,0,0,0,0,"['chorizo', 'tomate', 'huile-d-olive', 'oeuf', 'ail']",1,0,0,0
493,494,0,12,0,Poke cake chocolat mascarpone,80,0,0,0,0,1,0,"['mascarpone', 'farine', 'huile', 'yaourt', 'oeuf', 'sucre-glace', 'chocolat', 'creme', 'levure-chimique', 'sucre', 'vanille']",0,0,0,1
494,495,6,4,"4,7",Nougat noir,35,0,0,0,1,0,0,"['amandes', 'noisettes', 'miel', 'sucre']",0,0,0,1
495,496,21,5,"4,6",Pistou (pesto) rouge,10,0,0,0,0,0,0,"['huile-d-olive', 'parmesan', 'tomate-sechee', 'pignons', 'ail']",0,1,0,1
496,497,29,9,"4,4",Linguini alle vongole,30,0,0,0,0,0,0,"['huile-d-olive', 'telline', 'linguine', 'beurre', 'vin-blanc-sec', 'persil', 'poivre', 'ail', 'sel']",1,0,0,0
497,498,1,7,5,Brochette tartiflette,45,0,0,0,0,0,0,"['pomme-de-terre', 'poitrine-fumee', 'reblochon', 'vin-blanc', 'poivre', 'oignon', 'sel']",1,0,0,0
498,499,260,17,"4,8",Tajine de poulet à la marocaine,85,0,0,0,0,0,0,"['tomates-pelees', 'raisins-secs', 'citron', 'pois-chiches', 'eau', 'paprika', 'cuisse-de-poulet', 'ail', 'melange-4-epices', 'cannelle', 'cumin', 'safran', 'poivre', 'miel', 'sel', 'oignon', 'gingembre']",1,0,0,0
499,500,10,10,"4,7","Compote pomme, banane, kiwi",50,0,0,0,0,1,0,"['jus-de-citron', 'menthe', 'kiwi', 'sucre', 'pomme', 'sucre-vanille', 'banane', 'eau', 'cannelle', 'miel']",0,0,0,1
500,501,31,9,"4,5",Gâteau au yaourt et caramel beurre salé,30,0,0,0,0,1,0,"['levure', 'farine', 'huile', 'yaourt-nature', 'creme-liquide', 'oeuf', 'beurre', 'sucre']",0,0,0,1
501,502,29,9,"3,5",Cake citron framboise façon zebra cake,85,0,0,0,0,1,0,"['jus-de-citron', 'levure', 'farine', 'oeuf', 'beurre', 'fromage-blanc', 'creme', 'sucre', 'framboises']",0,0,0,1
502,503,4,3,"4,5",Poires au roquefort,15,0,0,0,0,0,1,"['roquefort', 'creme-fraiche', 'poire']",0,0,0,1
503,504,39,8,"4,7",Purée de carottes au bouillon de poule,45,1,0,0,0,0,0,"['bouillon-de-poule', 'creme-fraiche', 'beurre', 'maizena', 'persil', 'poivre', 'carotte', 'sel']",0,0,0,0
504,505,19,10,"4,4",Verrine de mousse au chèvre,50,0,0,0,0,0,0,"['chevre', 'chevre-frais', 'parmesan', 'huile-d-olive', 'vinaigre-balsamique', 'piment-d-espelette', 'yaourt', 'pomme', 'roquette', 'beurre']",1,0,0,1
505,506,7,7,"4,4",Cheesecake café et amaretti,32,0,0,0,0,1,0,"['cafe', 'gelatine', 'fromage-frais', 'beurre', 'amaretti', 'creme', 'sucre']",0,0,0,0
506,507,672,8,"4,7",Gratin Dauphinois,85,0,0,0,0,0,0,"['muscade', 'pomme-de-terre', 'lait', 'beurre', 'creme', 'poivre', 'ail', 'sel']",1,0,0,1
507,508,7,7,"4,7",Endives surprises,20,0,1,0,0,0,0,"['avocat', 'mayonnaise', 'citron-vert', 'thon', 'endive', 'poivre', 'sel']",0,0,0,0
508,509,387,6,"4,7",Pâte sablée,30,0,0,0,0,1,0,"['citron', 'sucre-semoule', 'farine', 'oeuf', 'beurre', 'sel']",0,0,0,1
509,510,115,8,"4,2",Crêpes,10,0,0,0,0,1,0,"['rhum', 'farine', 'huile', 'biere', 'lait', 'oeuf', 'beurre', 'sel']",0,0,0,1
510,511,125,11,"4,6",Cake 'lendemain de raclette',60,0,0,0,0,0,1,"['charcuterie', 'fromage-a-raclette', 'farine', 'huile', 'fromage-rape', 'lait', 'oeuf', 'vin-blanc', 'poivre', 'levure-chimique', 'sel']",0,0,0,0
511,512,9,3,"4,9",Sorbet à la figue,30,0,0,0,0,1,0,"['eau', 'figue', 'sucre']",0,0,1,1
512,513,58,9,"4,8",Baklavas pour tous et pour tous les jours,60,0,0,0,0,1,0,"['amandes', 'filo', 'matiere-grasse', 'eau-de-fleur-d-oranger', 'eau', 'miel-d-acacia', 'sucre-en-poudre', 'cannelle']",0,0,0,1
513,514,21,7,"4,9",Charlotte aux deux saumons,35,0,0,0,0,0,1,"['saumon-fume', 'tomate-cerise', 'saumon-frais', 'fromage-frais', 'ciboulette', 'poivre', 'sel']",0,0,0,0
514,515,260,8,"4,6",Gâteau marbré (recette de grand-mère),55,0,0,0,0,1,0,"['levure', 'farine', 'chocolat-en-poudre', 'lait', 'oeuf', 'sucre-vanille', 'beurre', 'sucre']",0,0,0,1
515,516,15,9,"4,8",Flammekueche alsacienne,30,0,0,0,0,0,0,"['creme-epaisse', 'farine', 'huile', 'eau', 'vin-blanc', 'fromage-blanc', 'lardons-fumes', 'oignon', 'sel']",1,0,0,0
516,517,28,19,"4,5",Choucroute,200,0,0,0,0,0,0,"['saucisse-de-francfort', 'clou-de-girofle', 'pomme-de-terre', 'saucisse', 'huile-d-olive', 'riesling', 'poulet', 'cote-de-porc', 'cumin', 'feuille-de-laurier', 'thym', 'choucroute', 'viande', 'ail', 'bacon', 'poivre', 'lardons-fumes', 'genievre', 'oignon']",1,0,0,0
517,518,153,8,"4,7",Le vrai taboulé libanais,25,0,0,0,0,0,1,"['citron', 'tomate', 'huile-d-olive', 'boulgour', 'menthe', 'persil', 'oignon', 'sel']",0,0,1,1
518,519,10,6,"4,6",Pizza gaufrée au fromage,30,0,0,0,0,0,0,"['pate-a-pizza', 'mozzarella', 'coulis', 'champignon-de-paris', 'origan', 'jambon']",1,0,0,0
519,520,11,6,"4,4",Brandade de Morue,80,0,0,0,0,0,0,"['pomme-de-terre', 'morue', 'jus-de-citron', 'huile-d-olive', 'lait', 'ail']",1,0,0,0
520,521,93,11,"4,6","Cake chèvre, noix et raisins secs",60,0,0,0,0,0,1,"['comte', 'raisins-secs', 'levure', 'huile-d-olive', 'farine', 'lait', 'oeuf', 'cerneau-de-noix', 'fromage-de-chevre', 'poivre', 'sel']",0,0,0,1
521,522,25,11,"4,5",Salade pommes et feta (6ème rencontre),10,0,0,0,0,0,1,"['pesto', 'pousses-d-epinard', 'huile', 'pomme', 'vinaigre', 'mais', 'sel', 'poivre', 'vinaigrette', 'moutarde', 'feta']",0,0,0,1
522,523,18,11,"4,6",Brochettes de poulet indiennes,35,0,0,0,0,0,0,"['citron', 'blanc-de-poulet', 'curcuma', 'cumin-en-poudre', 'huile', 'yaourt', 'coriandre', 'couteau', 'poivre', 'oignon', 'sel']",1,0,0,0
523,524,2,7,"4,5",Gâteau au chocolat et pommes de terre,70,0,0,0,0,1,0,"['pomme-de-terre', 'farine', 'oeuf', 'sucre-vanille', 'beurre', 'chocolat', 'sucre']",0,0,0,1
524,525,16,7,"3,4",Cake fourré à la pâte à tartiner,105,0,0,0,0,1,0,"['pate-a-tartiner', 'farine', 'oeuf', 'sucre-vanille', 'beurre', 'levure-chimique', 'sucre']",0,0,0,1
525,526,99,8,"4,6",Glace aux spéculoos,20,0,0,0,0,1,0,"['jaune-d-oeuf', 'creme-liquide', 'speculoos', 'lait', 'sucre-vanille', 'cannelle', 'sucre', 'sel']",0,0,0,1
526,527,6,2,"4,7",Vinaigre aux échalotes (pour aromatiser les huîtres),2,0,0,0,0,0,0,"['vinaigre-de-vin', 'echalote']",0,1,1,1
527,528,1,4,5,Chaussons de prunes,20,0,0,0,0,1,0,"['prune', 'jaune-d-oeuf', 'sucre', 'pate-feuilletee']",0,0,0,1
528,529,287,6,"4,6",Truffes au chocolat,30,0,0,0,1,0,0,"['chocolat-noir', 'jaune-d-oeuf', 'cacao', 'sucre-glace', 'sucre-vanille', 'beurre']",0,0,0,1
529,530,502,7,"4,6",Cookies faciles,25,0,0,0,0,1,0,"['sucre-semoule', 'farine', 'oeuf', 'sucre-vanille', 'beurre', 'chocolat', 'levure-chimique']",0,0,0,1
530,531,83,7,"4,2",Crêpes à la bière,62,0,0,0,0,1,0,"['rhum', 'farine', 'huile', 'biere', 'lait', 'oeuf', 'sel']",0,0,0,1
531,532,1,3,5,Bottes de noël en knacki,15,0,1,0,0,0,0,"['fromage-frais', 'knacki', 'ciboulette']",0,0,0,0
532,533,8,10,"4,6",Tiramisu vert et rose,15,0,0,0,0,1,0,"['pate', 'mascarpone', 'coulis', 'macaron', 'pistache', 'lait', 'oeuf', 'sucre', 'fraises']",0,0,0,1
533,534,39,20,"4,4",Spaghetti à la bolognaise,50,0,0,0,0,0,0,"['harissa', 'huile-d-olive', 'boeuf-hache', 'parmesan', 'basilic', 'champignon-de-paris', 'celeri', 'origan', 'concentre-de-tomates', 'thym', 'sauge', 'persil', 'sauce-tomate', 'spaghetti', 'ail', 'poivre', 'sucre', 'laurier', 'oignon', 'sel']",1,0,0,0
534,535,179,4,"4,6",Beignets à la banane,15,0,0,0,0,1,0,"['oeuf', 'banane', 'farine', 'sucre']",0,0,0,1
535,536,3,4,"4,3",Ballots d'asperges vertes jambon cru et stick de fromage,30,0,1,0,0,0,0,"['ciboulette', 'jambon', 'asperge', 'parmesan']",0,0,0,0
536,537,27,18,"4,3",Bonhomme et maison en pain d'épices,90,0,0,0,0,1,0,"['muscade', 'clou-de-girofle', 'blanc-d-oeuf', 'jaune-d-oeuf', 'citron', 'cardamome', 'farine', 'gingembre', 'sucre-roux', 'smarties', 'sucre-glace', 'oeuf', 'beurre', 'bonbon', 'cannelle', 'miel', 'pates', 'sel']",0,0,0,1
537,538,148,7,"4,6",Gratin de pommes de terre fondant,70,1,0,0,0,0,0,"['pomme-de-terre', 'fromage-rape', 'creme-fraiche', 'beurre', 'poivre', 'ail', 'sel']",0,0,0,1
538,539,32,6,"4,5",Scones faciles (Angleterre),25,0,0,0,0,0,1,"['farine', 'lait', 'beurre', 'levure-chimique', 'sucre', 'sel']",0,0,0,1
539,540,9,9,"4,9",Crumble des vendanges au raisin muscat,75,0,0,0,0,1,0,"['jus-de-citron', 'rhum', 'farine', 'sucre-roux', 'speculoos', 'caramel', 'pomme', 'beurre', 'raisin']",0,0,0,1
540,541,13,8,"4,7",Havreflarn au chocolat (gâteau Ikea),23,0,0,0,1,0,0,"['levure', 'flocons-d-avoine', 'farine', 'oeuf', 'beurre', 'chocolat', 'creme', 'sucre']",0,0,0,1
541,542,527,8,"4,6",Gratin de courgettes rapide,30,1,0,0,0,0,0,"['courgette', 'oeuf', 'creme-fraiche', 'beurre', 'gruyere-rape', 'poivre', 'oignon', 'sel']",0,0,0,1
542,543,35,7,"4,3",Salade au lard ardennaise,45,0,0,0,0,0,0,"['pomme-de-terre', 'vinaigre-de-vin', 'poivre', 'lardons-fumes', 'salade', 'oignon', 'sel']",1,0,0,0
543,544,2,5,"4,5",Pina Colada facile,5,0,0,1,0,0,0,"['jus-d-ananas', 'rhum', 'liqueur', 'glacons', 'sirop']",0,0,1,1
544,545,21,10,"4,1",Rougail saucisses réunionnais,60,0,0,0,0,0,0,"['tomates-pelees', 'saucisse', 'huile', 'thym', 'ail', 'sel', 'poivre', 'oignon', 'gingembre']",1,0,0,0
545,546,16,9,"3,9",Tarte couronne aux légumes d'hiver,50,0,0,0,0,0,0,"['jaune-d-oeuf', 'pate-feuilletee', 'huile-d-olive', 'panais', 'sel', 'poivre', 'potiron', 'thym', 'feta']",1,0,0,1
546,547,47,5,"4,7",Riz pilaf,40,0,0,0,0,0,0,"['riz', 'huile', 'bouillon', 'poivre', 'sel']",1,0,0,1
547,548,143,15,"4,6",Hachis parmentier moelleux,70,0,0,0,0,0,0,"['muscade', 'pomme-de-terre', 'jaune-d-oeuf', 'viande-hachee', 'fromage-rape', 'lait', 'oeuf', 'creme-fraiche', 'bouillon', 'eau', 'persil', 'beurre', 'ail', 'poivre', 'oignon']",1,0,0,0
548,549,731,7,"4,8",Cake au chocolat,45,0,0,0,0,1,0,"['levure', 'farine', 'oeuf', 'beurre', 'sucre-en-poudre', 'chocolat-patissier', 'poudre-d-amande']",0,0,0,1
549,550,674,11,"4,6",Gâteau chocolat ultra rapide (micro-ondes),15,0,0,0,0,1,0,"['farine', 'sucre-glace', 'oeuf', 'creme-fraiche', 'beurre', 'eau', 'chocolat', 'levure-chimique', 'sucre']",0,0,0,1
550,551,502,8,"4,7",Muffins à la banane,30,0,0,0,0,1,0,"['levure', 'farine', 'bicarbonate', 'oeuf', 'banane', 'beurre', 'sucre', 'sel']",0,0,0,1
551,552,227,4,"4,7",Magrets de canard au miel,20,0,0,0,0,0,0,"['vinaigre-balsamique', 'miel', 'magret-de-canard', 'sel']",1,0,0,0
