,index,NbCommentaire,NbIngredients,Note,Plat,Temps,accompagnement,amusegueule,boisson,confiserie,dessert,entree,ingredient,platprincipal,sauce,vegan,vegetarien
784,785,141,11,"4,6",Tarte tatin aux tomates,70,0,0,0,0,0,0,"['tomate', 'huile-d-olive', 'farine', 'basilic-frais', 'eau', 'beurre', 'gruyere-rape', 'poivre', 'moutarde-a-l-ancienne', 'sel']",1,0,0,1
785,786,24,8,"4,8",Tartare de saumon fumé sur blinis tièdes,20,0,1,0,0,0,0,"['jus-de-citron', 'saumon-fume', 'blini', 'menthe', 'creme-fraiche', 'ciboulette', 'persil', 'poivre']",0,0,0,0
786,787,114,4,"3,6",Crêpes faciles,10,0,0,0,0,1,0,"['oeuf', 'farine', 'rhum', 'lait']",0,0,0,1
787,788,150,5,"4,4",Gâteaux fondant/coulant au chocolat,30,0,0,0,0,1,0,"['farine', 'oeuf', 'beurre', 'chocolat-patissier', 'sucre']",0,0,0,1
788,789,393,13,"4,8",Boeuf braisé aux carottes,80,0,0,0,0,0,0,"['paleron', 'bouillon-de-boeuf', 'matiere-grasse', 'concentre-de-tomates', 'carotte', 'thym', 'sauge', 'ail', 'poivre', 'laurier', 'lard', 'oignon', 'sel']",1,0,0,0
789,790,484,5,"4,5",Tarte au citron facile,45,0,0,0,0,1,0,"['citron', 'pate-brisee', 'oeuf', 'beurre', 'sucre']",0,0,0,1
790,791,4,13,5,Damier,45,0,0,0,0,1,0,"['jaune-d-oeuf', 'cacao', 'farine', 'sucre-glace', 'beurre', 'beurre-demi-sel', 'poudre-d-amande']",0,0,0,1
791,792,23,8,"4,8",Cappucino de fraises en verrines,30,0,0,0,0,1,0,"['mascarpone', 'citron', 'pistache', 'glace', 'sucre-glace', 'creme-fraiche', 'sucre-vanille', 'fraises']",0,0,0,1
792,793,135,14,"4,8",Lapin aux pruneaux,85,0,0,0,0,0,0,"['baies-roses', 'huile-d-olive', 'lardons', 'pruneau', 'farine', 'oignon', 'lapin', 'champignon-frais', 'beurre', 'vin-blanc-sec', 'ail', 'poivre', 'moutarde', 'sel']",1,0,0,0
793,794,9,8,"4,7",Tartines de saumon à la ricotta,75,0,0,0,0,0,1,"['pain-aux-cereales', 'ricotta', 'saumon-fume', 'citron', 'aneth', 'fromage-blanc', 'poivre', 'sel']",0,0,0,0
794,795,5,8,"4,4",croquette de jambon purée,53,0,0,0,0,0,0,"['pomme-de-terre', 'farine', 'jambon-blanc', 'oeuf', 'chapelure', 'poivre', 'creme', 'sel']",1,0,0,0
795,796,291,9,"4,7",Muffins à la framboise de Jeanne,30,0,0,0,0,1,0,"['farine', 'cassonade', 'oeuf', 'beurre', 'framboises', 'levure-chimique', 'sucre', 'confiture', 'sel']",0,0,0,1
796,797,6,11,"4,2",Biscuit Oreo,37,0,0,0,1,0,0,"['jaune-d-oeuf', 'cacao', 'chocolat-au-lait', 'farine', 'sucre-glace', 'beurre', 'creme-fraiche-epaisse', 'sucre-en-poudre', 'chocolat-blanc', 'vanille', 'sel']",0,0,0,1
797,798,17,7,"4,3",Macarons de champignons,20,0,1,0,0,0,0,"['saumon-fume', 'citron', 'champignon-de-paris', 'fromage-frais', 'ciboulette', 'poivre', 'sel']",0,0,0,0
798,799,172,10,"4,8",Ailerons de poulet confits au miel,65,0,0,0,0,0,0,"['sauce-soja', 'citron', 'piment-de-cayenne', 'bouillon', 'sel', 'poulet', 'poivre', 'miel', 'ail', 'gingembre']",1,0,0,0
799,800,40,5,"4,2",Purée de panais,45,0,0,0,0,0,0,"['muscade', 'huile-d-olive', 'lait-entier', 'panais', 'sel']",1,0,0,1
800,801,364,9,"4,6",Cake au thon rapide,55,0,0,0,0,0,1,"['farine', 'huile', 'lait', 'oeuf', 'gruyere-rape', 'thon', 'poivre', 'levure-chimique', 'sel']",0,0,0,0
801,802,34,10,"4,7",Foie gras poêlé à la mangue,22,0,0,0,0,0,0,"['sauce-soja', 'vinaigre-balsamique', 'farine', 'pain-d-epices', 'foie', 'beurre', 'viande', 'mangue', 'poivre', 'sel']",1,0,0,0
802,803,8,11,"4,9","Tomates grappes rôties, salade de haricots blancs et tapenade",23,0,0,0,0,0,0,"['echalote', 'citron', 'tomate-cerise', 'tapenade', 'huile-d-olive', 'haricot', 'persil', 'poivre', 'sucre', 'ail', 'sel']",1,0,0,0
803,804,13,13,"4,9",Cassolette de fruits de mer,70,0,0,0,0,0,1,"['crevette', 'moules', 'noix-de-saint-jacques', 'creme-epaisse', 'creme-liquide', 'concentre-de-tomates', 'beurre', 'vin-blanc-sec', 'ecrevisse', 'sel', 'poivre', 'echalote', 'gingembre']",0,0,0,0
804,805,31,11,"4,5","Chocolats de pâques, de Noël ou de tous les jours",20,0,0,0,1,0,0,"['amandes', 'riz', 'cafe', 'noisettes', 'orange', 'noix-de-coco-rapee', 'chocolat', 'cannelle', 'sucre-en-poudre', 'extrait-d-amande-amere', 'arachide']",0,0,1,1
805,806,13,8,"3,2",Cookie à la poêle aux 3 chocolats,25,0,0,0,0,1,0,"['chocolat-noir', 'levure', 'chocolat-au-lait', 'farine', 'oeuf', 'beurre-demi-sel', 'chocolat-blanc', 'sucre']",0,0,0,1
806,807,24,10,"4,8",Crème renversée aux pêches jaunes et son coulis de framboises,65,0,0,0,0,1,0,"['jus-de-citron', 'extrait-de-vanille', 'lait', 'peche', 'sucre-vanille', 'beurre', 'oeuf', 'sucre-en-poudre', 'framboises']",0,0,0,1
807,808,149,8,"4,5",Scones aux raisins (Angleterre),30,0,0,0,0,1,0,"['raisins-secs', 'jaune-d-oeuf', 'farine', 'lait', 'beurre', 'levure-chimique', 'sucre', 'sel']",0,0,0,1
808,809,2018,7,"4,8",Le crumble aux pommes du Chat qui Tousse,55,0,0,0,0,1,0,"['citron', 'beurre-doux', 'farine-de-ble', 'cassonade', 'pomme', 'sucre-vanille', 'cannelle']",0,0,0,1
809,810,15,12,"4,8",Rillettes roses aux deux truites,30,0,0,0,0,0,1,"['huile-d-olive', 'truite', 'feuille-de-laurier', 'aneth', 'vinaigre', 'beurre', 'ciboulette', 'ail', 'poivre', 'thym', 'sel']",0,0,0,0
810,811,36,11,"4,4",Roulé apéritif tomate chèvre frais,50,0,1,0,0,0,0,"['levure', 'farine', 'concentre-de-tomates', 'oeuf', 'beurre', 'maizena', 'gruyere-rape', 'paprika', 'ciboulette', 'fromage-de-chevre', 'petit-suisse']",0,0,0,1
811,812,2,5,5,Brioche au camembert,40,0,1,0,0,0,0,"['pesto', 'camembert', 'oeuf', 'pesto-rosso', 'pate-a-brioche']",0,0,0,1
812,813,65,5,"4,7",Flan aux oeufs maison,60,0,0,0,0,1,0,"['oeuf', 'sucre', 'vanille', 'lait']",0,0,0,1
813,814,12,6,"4,7",Sauce tomate,70,1,0,0,0,0,0,"['tomate', 'ail', 'poivre', 'sucre', 'oignon', 'sel']",0,0,1,1
814,815,50,6,"4,6",Mojito cubain,5,0,0,1,0,0,0,"['rhum', 'menthe', 'sucre-de-canne', 'citron-vert', 'eau-gazeuse', 'glacons']",0,0,1,1
815,816,2,3,"4,5",Smoothie glacé,10,0,0,0,0,1,0,"['fruits', 'chocolat', 'glacons']",0,0,1,1
816,817,9,9,"3,8",Muffins tout choco,25,0,0,0,0,1,0,"['cacao', 'levure', 'sucre-roux', 'farine', 'lait', 'oeuf', 'beurre', 'chocolat']",0,0,0,1
817,818,39,11,"4,2",Gâteau renversé pommes noisettes,70,0,0,0,0,1,0,"['citron', 'levure', 'noisettes', 'farine', 'pomme', 'oeuf', 'beurre', 'sel', 'sucre', 'noix-de-pecan']",0,0,0,1
818,819,19,9,"4,6",Salade thaï de boeuf,35,0,0,0,0,0,1,"['petit-piment', 'vinaigre', 'boeuf', 'ail', 'coriandre', 'concombre', 'sucre', 'nuoc-mam', 'oignon']",0,0,0,0
819,820,5,19,"4,2",Brookie façon cheesecake,180,0,0,0,0,1,0,"['jus-de-citron', 'beurre-de-cacahuetes', 'extrait-de-vanille', 'levure', 'philadelphia', 'farine', 'cassonade', 'creme-liquide', 'oeuf', 'chocolat', 'noix', 'caramel-au-beurre-sale', 'sucre', 'sel']",0,0,0,1
820,821,17,6,4,Ma pâte à tartiner maison,27,0,0,0,1,0,0,"['chocolat-au-lait', 'puree', 'creme-fraiche', 'chocolat-en-poudre', 'lait-concentre-sucre', 'huile-de-noisette']",0,0,0,1
821,822,5,13,"3,8",Nid de fromage à la tomate,35,0,0,0,0,0,1,"['ail-semoule', 'tomate', 'huile-d-olive', 'piment-d-espelette', 'farine', 'lait', 'oeuf', 'beurre', 'ciboulette', 'gruyere-rape', 'cumin', 'poivre', 'sel']",0,0,0,1
822,823,484,7,"4,7",Fondue aux poireaux,60,1,0,0,0,0,0,"['jus-de-citron', 'poireau', 'creme-fraiche', 'beurre', 'moutarde-de-dijon', 'poivre', 'sel']",0,0,0,1
823,824,41,10,"4,5",Chapon farci au foie gras,200,0,0,0,0,0,0,"['chapon', 'cube-de-bouillon', 'huile', 'foie-gras', 'oeuf', 'blanquette-de-veau', 'pain-brioche', 'poivre', 'truffe', 'sel']",1,0,0,0
824,825,0,8,0,Salsifis croustillants,40,1,0,0,0,0,0,"['citron', 'farine', 'pain-complet', 'oeuf', 'persil', 'salsifis', 'ail', 'sel']",0,0,0,1
825,826,9,12,"3,3",Burger breton aux galettes de sarrasin,35,0,0,0,0,0,0,"['mache', 'saumon-frais', 'farine', 'lait', 'oeuf', 'eau', 'beurre', 'ciboulette', 'creme-fraiche-epaisse', 'concombre', 'farine-de-sarrasin', 'sel']",1,0,0,0
826,827,14,5,"3,9",Pâtes à l'avocat,11,0,0,0,0,0,0,"['avocat', 'tabasco', 'poivre', 'pates', 'sel']",1,0,1,1
827,828,5,8,"4,2",Biscuits hérissons,40,0,0,0,0,1,0,"['amandes', 'chocolat-noir', 'levure', 'poudre-de-noisette', 'farine', 'oeuf', 'beurre', 'sucre']",0,0,0,1
828,829,3,9,"4,7",Chouquettes au beurre de cacahuètes,40,0,0,0,0,1,0,"['beurre-de-cacahuetes', 'sucre-semoule', 'farine', 'oeuf', 'eau', 'beurre', 'levure-chimique', 'sucre', 'sel']",0,0,0,1
829,830,6,3,4,Pain au chocolat à la poêle,20,0,0,0,0,1,0,"['beurre', 'chocolat-noir', 'pate-feuilletee']",0,0,0,1
830,831,193,7,"4,7",Curry de crevettes (Sud de l'Inde),35,0,0,0,0,0,0,"['crevette', 'jus-de-citron', 'tomate', 'beurre', 'ail', 'curry', 'oignon']",1,0,0,0
831,832,400,5,"4,7",Feuilleté au jambon,35,0,0,0,0,0,0,"['pate-feuilletee', 'jambon-blanc', 'oeuf', 'champignon', 'buche-de-chevre']",1,0,0,0
832,833,91,13,"4,8",Lotte à l'Armoricaine,60,0,0,0,0,0,0,"['tomates-pelees', 'huile-d-arachide', 'cognac', 'piment-de-cayenne', 'oignon', 'concentre-de-tomates', 'beurre', 'vin-blanc-sec', 'queue', 'ail', 'poivre', 'echalote', 'sel']",1,0,0,0
833,834,7,10,"4,3",Cookie donuts,25,0,0,0,0,1,0,"['chocolat-noir', 'farine', 'creme-liquide', 'oeuf', 'sucre-vanille', 'beurre', 'chocolat', 'levure-chimique', 'sucre', 'sel']",0,0,0,1
834,835,59,7,"4,8",Souris d'agneau au miel et thym,135,0,0,0,0,0,0,"['huile-d-olive', 'souris-d-agneau', 'ail', 'poivre', 'miel', 'thym', 'sel']",1,0,0,0
835,836,49,7,"3,3",Moelleux courgettes basilic et coeur fondant au fromage,45,0,0,0,0,0,1,"['basilic', 'farine', 'fromage', 'courgette', 'oeuf', 'poivre', 'sel']",0,0,0,1
836,837,47,7,"4,8",Dessert glacé au café meringué,15,0,0,0,0,1,0,"['amandes', 'coulis', 'meringue', 'cafe', 'oeuf', 'sucre-en-poudre', 'creme-fleurette']",0,0,0,1
837,838,53,9,"4,5",Pain de viande rapide,55,0,0,0,0,0,0,"['muscade', 'ketchup', 'oeuf', 'persil', 'boeuf', 'poivre', 'pain', 'oignon', 'sel']",1,0,0,0
838,839,119,8,"4,8",Tagliatelles aux Noix de saint Jacques,20,0,0,0,0,0,0,"['champignon-de-paris', 'coquille-saint-jacques', 'ail', 'tagliatelle', 'poivre', 'creme', 'echalote', 'sel']",1,0,0,0
839,840,26,20,"4,9",filet de sanglier roti,1510,0,0,0,0,0,0,"['echalote', 'lardons', 'huile', 'vin-rouge', 'carotte', 'oignon', 'gelee', 'creme-fraiche', 'sanglier', 'beurre', 'persil', 'thym', 'ail', 'poivre', 'laurier', 'vinaigre-de-vin', 'moutarde', 'sel']",1,0,0,0
840,841,85,8,"4,8",Galette des rois à la frangipane au chocolat,50,0,0,0,0,1,0,"['chocolat-noir', 'pate-feuilletee', 'rhum', 'oeuf', 'beurre', 'sucre-en-poudre', 'extrait-d-amande-amere', 'poudre-d-amande']",0,0,0,1
841,842,7,3,5,Clémentines chocolat pistache,35,0,0,0,0,1,0,"['clementine', 'chocolat', 'pistache']",0,0,1,1
842,843,5,8,"3,2",Brocoli rôti,40,0,1,0,0,0,0,"['amandes', 'citron', 'huile-d-olive', 'parmesan', 'brocoli', 'piment', 'ail', 'sel']",0,0,0,1
843,844,17,8,"4,4",Trifle Keraïbes,30,0,0,0,0,1,0,"['rhum', 'noix-de-coco', 'palets-bretons', 'beurre', 'banane', 'creme', 'sucre', 'creme-chantilly']",0,0,0,1
844,845,11,10,"4,2",Madeleines au thon,30,0,1,0,0,0,0,"['farine', 'lait', 'oeuf', 'creme-fraiche', 'gruyere-rape', 'thon', 'persil', 'poivre', 'levure-chimique', 'sel']",0,0,0,0
845,846,15,6,"4,5",Sabayon aux fraises,30,0,0,0,0,1,0,"['jaune-d-oeuf', 'champagne', 'sucre-roux', 'beurre', 'sucre', 'fraises']",0,0,0,1
846,847,83,11,"4,7",Bûche au mascarpone tous parfums,51,0,0,0,0,1,0,"['mascarpone', 'farine', 'caramel', 'lait', 'oeuf', 'eau', 'grand-marnier', 'sucre-glace', 'levure-chimique', 'sucre']",0,0,0,1
847,848,5,5,4,Flan extra simple à la vapeur,40,0,0,0,0,1,0,"['oeuf', 'sucre-vanille', 'sucre', 'lait']",0,0,0,1
848,849,265,8,"4,7",Madeleines au coeur de nutella,23,0,0,0,0,1,0,"['citron', 'levure', 'nutella', 'sucre-roux', 'farine', 'oeuf', 'beurre-demi-sel', 'miel']",0,0,0,1
849,850,29,10,"4,6",Bruschetta,30,0,0,0,0,0,0,"['mozzarella', 'tomate', 'chevre', 'huile-d-olive', 'origan', 'gruyere-rape', 'sel', 'poivre', 'jambon', 'pain-de-campagne']",1,0,0,0
850,851,400,10,"4,7",Cake aux olives et lardons,60,0,1,0,0,0,0,"['levure', 'olive-verte', 'lardons', 'farine', 'huile', 'lait', 'oeuf', 'gruyere', 'poivre', 'sel']",0,0,0,0
851,852,221,6,"4,7",Tarte à la rhubarbe facile et rapide,45,0,0,0,0,1,0,"['pate-brisee', 'oeuf', 'creme-fraiche', 'cannelle', 'rhubarbe', 'sucre']",0,0,0,1
852,853,6,3,4,Rillettes de confit de canard,20,0,1,0,0,0,0,"['confit-de-canard', 'poivre', 'ail']",0,0,0,0
853,854,199,7,"4,8",Quiche lorraine de Sophie,35,0,0,0,0,0,1,"['muscade', 'lardons', 'pate-brisee', 'oeuf', 'creme-fraiche', 'poivre', 'sel']",0,0,0,0
854,855,42,7,"4,7",Cake Marbré au Chocolat très facile,45,0,0,0,0,1,0,"['chocolat-noir', 'farine', 'oeuf', 'lait-demi-ecreme', 'beurre', 'levure-chimique', 'sucre']",0,0,0,1
855,856,44,19,"4,7",Queue de langouste à l'armoricaine,90,0,0,0,0,0,0,"['tomates-pelees', 'echalote', 'cognac', 'curry', 'concentre-de-tomates', 'carotte', 'thym', 'beurre', 'vin-blanc-sec', 'ail', 'queue-de-langouste', 'poivre', 'laurier', 'oignon', 'sel']",1,0,0,0
856,857,171,5,"4,5",Biscuits sablés au beurre,40,0,0,0,0,1,0,"['farine', 'oeuf', 'sucre-vanille', 'beurre', 'sucre']",0,0,0,1
857,858,72,10,"4,8",Soupe au chou vert,80,0,0,0,0,0,0,"['pomme-de-terre', 'saucisse', 'cube-de-bouillon', 'chou', 'navet', 'thym', 'poivre', 'laurier', 'carotte', 'sel']",1,0,0,0
858,859,307,9,"4,7",Soupe à la courgette et au curry,60,0,0,0,0,0,1,"['pomme-de-terre', 'huile', 'courgette', 'ail', 'curry', 'bouillon-de-volaille', 'poivre', 'oignon', 'sel']",0,0,0,0
859,860,27,6,"4,9","Tartines de chèvre, jambon fumé et miel",20,0,0,0,0,0,0,"['jambon-fume', 'cerneau-de-noix', 'huile-de-noix', 'buche-de-chevre', 'pain', 'miel']",1,0,0,0
860,861,256,11,"4,5",Muffins très simples,30,0,0,0,0,1,0,"['extrait-de-vanille', 'farine', 'lait', 'oeuf', 'sucre-vanille', 'beurre', 'eau', 'cannelle', 'levure-chimique', 'sucre', 'sel']",0,0,0,1
861,862,12,6,"4,3",Banana-split,10,0,0,0,0,1,0,"['glace-au-chocolat', 'glace-vanille', 'banane', 'chocolat', 'glace-fraise', 'creme-chantilly']",0,0,0,1
862,863,290,6,"4,5",Mayonnaise maison,10,0,0,0,0,0,0,"['jaune-d-oeuf', 'huile', 'vinaigre', 'poivre', 'moutarde', 'sel']",0,1,0,1
863,864,47,5,"4,6",Magret de canard sauce foie gras,30,0,0,0,0,0,0,"['magret-de-canard', 'cube-de-bouillon', 'foie-gras', 'creme-liquide', 'armagnac']",1,0,0,0
864,865,7,5,"4,6",Tresse feuilletée chèvre olive,35,0,0,0,0,0,1,"['olives-noires', 'pate-feuilletee', 'chevre-frais', 'oeuf', 'sesame']",0,0,0,1
865,866,49,16,"4,7",Wok de lentilles et quinoa parfumées,45,0,0,0,0,0,0,"['huile-d-olive', 'blanc-de-poulet', 'cardamome', 'oignon', 'coriandre', 'lentilles', 'persil', 'pignons', 'cannelle', 'raisin', 'quinoa', 'poivre', 'bouillon-de-volaille', 'carotte', 'sel']",1,0,0,0
866,867,98,9,"4,4",Petites brioches fourrées Nutella (moule à muffins),30,0,0,0,0,1,0,"['jaune-d-oeuf', 'nutella', 'levure', 'farine', 'lait', 'oeuf', 'beurre', 'sucre', 'sel']",0,0,0,1
867,868,6,5,5,Thé glacé menthe pêche,15,0,0,1,0,0,0,"['menthe', 'eau', 'sucre-en-poudre', 'the-vert', 'sirop']",0,0,1,1
868,869,699,7,"4,8",Pâte à crêpes (des plus raffinées),17,0,0,0,0,1,0,"['farine', 'lait', 'oeuf', 'grand-marnier', 'beurre', 'sucre-en-poudre', 'sel']",0,0,0,1
869,870,8,10,4,Donuts jambon fromage,30,0,1,0,0,0,0,"['levure', 'farine', 'lait', 'oeuf', 'beurre', 'maizena', 'sel', 'poivre', 'lardons-fumes', 'emmental']",0,0,0,0
870,871,46,7,"4,1",Beignets aux courgettes,90,0,0,0,0,0,1,"['levure', 'farine', 'courgette', 'lait', 'oeuf', 'poivre', 'sel']",0,0,0,1
871,872,3,3,4,Sapin feuilleté apéritif,30,0,0,0,0,0,1,"['jaune-d-oeuf', 'pate-feuilletee', 'pesto']",0,0,0,1
872,873,86,15,"4,8",Tajine de keftas aux oeufs,70,0,0,0,0,0,0,"['tomates-pelees', 'curcuma', 'cumin', 'lait', 'oeuf', 'viande', 'poivre-de-cayenne', 'ail', 'coriandre', 'ras-el-hanout', 'poivre', 'pain', 'oignon', 'sel']",1,0,0,0
873,874,23,12,"4,8",Dinde farcie accompagnée de marrons,160,0,0,0,0,0,0,"['chair-a-saucisse', 'cognac', 'marrons', 'thym', 'beurre', 'puree-de-marron', 'persil', 'sel', 'poivre', 'jambon', 'echalote', 'dinde']",1,0,0,0
874,875,308,10,"4,6",Gâteau à l'ananas facile,60,0,0,0,0,1,0,"['citron', 'levure', 'rhum', 'farine', 'ananas', 'oeuf', 'eau', 'beurre', 'sucre-en-poudre', 'sucre']",0,0,0,1
875,876,2,8,4,Sablés dinosaures nappés au chocolat,55,0,0,0,0,1,0,"['sucre-roux', 'farine', 'lait', 'oeuf', 'sucre-vanille', 'beurre', 'chocolat', 'sel']",0,0,0,1
876,877,67,9,"4,4",Endives au jambon,90,0,0,0,0,0,0,"['farine', 'lait', 'beurre', 'endive', 'gruyere-rape', 'creme', 'poivre', 'jambon', 'sel']",1,0,0,0
877,878,1,8,5,Tartiflette au reblochon,75,0,0,0,0,0,0,"['pomme-de-terre', 'jambon-fume', 'reblochon', 'oignon-jaune', 'beurre', 'vin-blanc', 'poivre', 'sel']",1,0,0,0
878,879,11,9,"3,8",Lasagnes à la poêle,30,0,0,0,0,0,0,"['ricotta', 'huile-d-olive', 'basilic', 'lasagnes', 'viande', 'sauce-tomate', 'poivre', 'oignon', 'sel']",1,0,0,0
879,880,35,12,"4,9","Marinade pour biche, chevreuil, sanglier",10,0,0,0,0,0,0,"['cognac', 'huile-d-olive', 'oignon', 'vin-rouge', 'carotte', 'feuille-de-laurier', 'thym', 'persil', 'ail', 'poivre', 'romarin', 'echalote']",1,0,1,1
880,881,340,11,"4,8",Ratatouille,80,0,0,0,0,0,0,"['tomate', 'huile-d-olive', 'courgette', 'thym', 'aubergine', 'feuille-de-laurier', 'ail', 'poivron', 'poivre', 'oignon', 'sel']",1,0,1,1
881,882,53,6,"4,4",Quatre-quart inratable,35,0,0,0,0,1,0,"['farine', 'oeuf', 'sucre-vanille', 'beurre', 'levure-chimique', 'sucre']",0,0,0,1
882,883,418,5,"4,5",Roulé au nutella,25,0,0,0,0,1,0,"['nutella', 'rhum', 'farine', 'oeuf', 'sucre-en-poudre']",0,0,0,1
883,884,4,12,"4,8",Mon Bagel sucré-salé pomme-chèvre-Bayonne,20,0,0,0,0,0,0,"['tomate-cerise', 'huile-d-olive', 'jambon', 'pomme', 'poivre', 'pignons', 'fromage-de-chevre', 'pain', 'miel', 'salade', 'cream-cheese', 'sel']",1,0,0,0
884,885,27,3,5,Granité aux fraises,10,0,0,0,0,1,0,"['citron', 'sirop', 'fraises']",0,0,1,1
885,886,133,7,"4,7",Croquettes de carottes,13,0,0,0,0,0,1,"['farine', 'oeuf', 'persil', 'ail', 'curry', 'poivron', 'carotte']",0,0,0,1
886,887,6,10,"4,8",Mini Farcis de Courgettes aux Herbes de Jacqueline (29ème rencontre),30,1,0,0,0,0,0,"['oignon-blanc', 'citron', 'huile-d-olive', 'courgette', 'semoule', 'bouillon', 'herbes', 'curry', 'poivre', 'herbes-de-provence']",0,0,0,1
887,888,878,9,"4,7",Quiche lorraine,60,0,0,0,0,0,0,"['muscade', 'lardons', 'pate-brisee', 'lait', 'oeuf', 'creme-fraiche', 'beurre', 'poivre', 'sel']",1,0,0,0
888,889,29,7,"4,4",Sabayon de fruits rouges au romarin,30,0,0,0,0,1,0,"['oeuf', 'creme-fraiche-epaisse', 'mure', 'romarin', 'sucre', 'framboises', 'fraises']",0,0,0,1
889,890,14,4,"4,7",Poulet aux figues,60,0,0,0,0,0,0,"['huile-d-olive', 'poulet-entier', 'figue', 'oignon']",1,0,0,0
890,891,66,9,"4,7",Soupe à l'oignon facon grand-mère,135,0,0,0,0,0,0,"['pomme-de-terre', 'croutons', 'cube-de-bouillon', 'eau', 'beurre', 'gruyere-rape', 'poivre', 'oignon', 'sel']",1,0,0,0
891,892,9,5,"4,8",Gâteau au chocolat vapeur,55,0,0,0,0,1,0,"['sucre-semoule', 'farine', 'oeuf', 'beurre', 'chocolat']",0,0,0,1
892,893,48,9,"4,8",Potage poireaux-carottes-pommes de terre,50,0,0,0,0,0,1,"['pomme-de-terre', 'poireau', 'cube-de-bouillon', 'carotte', 'lait', 'eau', 'beurre', 'poivre', 'oignon']",0,0,0,0
893,894,41,7,"4,4",Aligot à l'ancienne,60,0,0,0,0,0,0,"['tomme', 'pomme-de-terre', 'creme-fraiche', 'beurre', 'poivre', 'ail', 'sel']",1,0,0,1
894,895,8,10,"4,5",Roulé apéritif tricolore au fromage,37,0,1,0,0,0,0,"['ricotta', 'levure', 'fromage-frais', 'fromage-rape', 'farine', 'huile', 'oeuf', 'creme-fraiche', 'paprika', 'epinard']",0,0,0,1
895,896,29,9,"3,4",Gâteau de pâtes,25,0,0,0,0,0,0,"['muscade', 'lait', 'oeuf', 'beurre', 'gruyere-rape', 'nouilles', 'poivre', 'jambon', 'sel']",1,0,0,0
896,897,167,3,"4,3",Oeufs au lait,45,0,0,0,0,1,0,"['oeuf', 'lait-entier', 'sucre']",0,0,0,1
897,898,492,6,"4,6",Tarte tatin,70,0,0,0,0,1,0,"['pate-feuilletee', 'pomme', 'sucre-vanille', 'beurre', 'cannelle', 'sucre-en-poudre']",0,0,0,1
898,899,856,3,"4,8",Petits croissants au saumon fumé (toast apéritif),40,0,1,0,0,0,0,"['saumon-fume', 'pate-feuilletee', 'lait']",0,0,0,0
899,900,14,5,"4,3",Verrine bleu blanc rouge,20,0,0,0,0,1,0,"['myrtilles', 'mascarpone', 'oeuf', 'sucre', 'fraises']",0,0,0,1
900,901,4,12,"3,3",Tarte aux fruits rouges revisitée,80,0,0,0,0,1,0,"['muscade', 'raisins-secs', 'levure', 'fruits-rouges', 'farine', 'pomme', 'beurre', 'sel', 'avoine', 'cannelle', 'sucre', 'noix-de-pecan']",0,0,0,1
901,902,69,5,"4,6",Biscuit roulé aux marrons,35,0,0,0,0,1,0,"['farine', 'oeuf', 'beurre', 'sucre', 'confiture']",0,0,0,1
902,903,43,7,"3,9",Brioche au Nutella,145,0,0,0,0,1,0,"['pate-a-tartiner', 'levure', 'farine', 'lait', 'oeuf', 'beurre', 'sucre']",0,0,0,1
903,904,8,4,"4,6",Soupe de framboises,30,0,0,0,0,1,0,"['vanille', 'miel', 'framboises', 'jus-d-orange']",0,0,0,1
904,905,3,10,5,Pain d'épices parfumé au cacao,60,0,0,0,0,1,0,"['cacao', 'levure', 'poire', 'farine', 'sucre-de-canne', 'lait', 'oeuf', 'beurre', 'melange-4-epices', 'miel-liquide']",0,0,0,1
905,906,0,13,0,Reblochon frit façon tartiflette,50,0,0,0,0,0,0,"['pomme-de-terre', 'farine', 'oeuf', 'reblochon', 'beurre', 'chapelure', 'vin-blanc', 'sel', 'poivre', 'lardons-fumes', 'jambon', 'oignon', 'huile-de-friture']",1,0,0,0
906,907,268,10,"4,7",Sauté de porc à la crème de moutarde,40,0,0,0,0,0,0,"['moutarde', 'huile-d-olive', 'farine', 'saute-de-porc', 'oignon', 'eau', 'beurre', 'creme-fraiche-epaisse', 'vin-blanc', 'carotte']",1,0,0,0
907,908,88,10,"4,5",Fondue Savoyarde,60,0,0,0,0,0,0,"['muscade', 'comte', 'liqueur', 'beaufort', 'oeuf', 'maizena', 'vin-blanc-sec', 'poivre', 'ail', 'emmental']",1,0,0,1
908,909,5,4,"4,2",canard roti au four,90,0,0,0,0,0,0,"['beurre', 'canard', 'poivre', 'sel']",1,0,0,0
909,910,5,8,5,Iles flottantes coeur caramel,25,0,0,0,0,1,0,"['blanc-d-oeuf', 'jaune-d-oeuf', 'noisettes', 'lait', 'caramel-au-beurre-sale', 'sucre', 'vanille']",0,0,0,1
910,911,72,7,"4,4",Spaghetti à la Carbonara,22,0,0,0,0,0,0,"['parmesan-rape', 'jaune-d-oeuf', 'creme-fraiche', 'spaghetti', 'poivre', 'lardons-fumes', 'sel']",1,0,0,0
911,912,786,7,"4,5",Madeleines faciles,45,0,0,0,0,1,0,"['farine', 'eau-de-fleur-d-oranger', 'oeuf', 'lait', 'beurre', 'levure-chimique', 'sucre']",0,0,0,1
